date,amount,productCategory,region
2024-07-09,7180,Kirana Store,Pune Rural
2024-10-19,913,Local Tailoring,Chennai Central
2024-08-30,7847,Local Tailoring,Delhi Old City
2025-09-26,9256,Kirana Store,Mumbai Suburban
2025-07-02,2637,Kirana Store,Chennai Central
2024-01-22,9240,Handmade Crafts,Delhi Old City
2024-12-28,6614,Handmade Crafts,Pune Rural
2025-03-01,958,Street Food,Chennai Central
2025-11-19,13553,Organic Produce,Delhi Old City
2024-01-10,14654,Street Food,Mumbai Suburban
2025-02-14,14293,Handmade Crafts,Mumbai Suburban
2025-10-30,8621,Local Tailoring,Chennai Central
2025-07-19,10451,Handmade Crafts,Delhi Old City
2025-08-14,11063,Kirana Store,Pune Rural
2024-10-17,12826,Local Tailoring,Mumbai Suburban
2025-08-29,12603,Street Food,Bangalore South
2024-03-01,1166,Local Tailoring,Bangalore South
2025-03-03,970,Handmade Crafts,Chennai Central
2025-07-20,8251,Local Tailoring,Mumbai Suburban
2024-04-20,8414,Kirana Store,Chennai Central
2025-05-08,4834,Local Tailoring,Mumbai Suburban
2025-11-25,11131,Handmade Crafts,Pune Rural
2025-06-08,13018,Organic Produce,Pune Rural
2025-04-16,4806,Kirana Store,Chennai Central
2024-05-19,13831,Kirana Store,Bangalore South
2025-01-07,10618,Local Tailoring,Bangalore South
2025-10-23,5412,Kirana Store,Mumbai Suburban
2024-07-02,6303,Kirana Store,Bangalore South
2024-03-16,9583,Organic Produce,Mumbai Suburban
2025-05-24,1876,Handmade Crafts,Delhi Old City
2025-09-12,744,Street Food,Mumbai Suburban
2024-04-07,14003,Handmade Crafts,Bangalore South
2025-05-07,1252,Handmade Crafts,Pune Rural
2024-05-16,13199,Street Food,Chennai Central
2024-10-03,10587,Local Tailoring,Pune Rural
2024-02-21,10834,Handmade Crafts,Chennai Central
2025-02-25,9519,Kirana Store,Chennai Central
2025-06-16,9687,Kirana Store,Delhi Old City
2025-10-01,11750,Street Food,Pune Rural
2024-05-12,9699,Kirana Store,Chennai Central
2024-04-25,5883,Handmade Crafts,Mumbai Suburban
2024-03-29,12445,Street Food,Mumbai Suburban
2025-01-15,9118,Handmade Crafts,Delhi Old City
2024-09-18,14214,Handmade Crafts,Chennai Central
2024-10-02,7453,Local Tailoring,Delhi Old City
2025-07-13,5304,Kirana Store,Delhi Old City
2024-04-01,13955,Handmade Crafts,Delhi Old City
2025-12-01,6824,Handmade Crafts,Mumbai Suburban
2024-09-18,12768,Street Food,Chennai Central
2024-12-27,9473,Kirana Store,Mumbai Suburban
2024-07-30,10760,Handmade Crafts,Bangalore South
2024-09-01,6892,Kirana Store,Pune Rural
2025-04-24,6714,Kirana Store,Mumbai Suburban
2024-07-09,11511,Kirana Store,Chennai Central
2024-07-07,5489,Kirana Store,Bangalore South
2024-08-28,7216,Local Tailoring,Chennai Central
2025-12-12,10235,Local Tailoring,Chennai Central
2024-12-31,14611,Local Tailoring,Delhi Old City
2024-07-31,6479,Local Tailoring,Chennai Central
2025-10-19,2830,Street Food,Mumbai Suburban
2024-08-31,14264,Handmade Crafts,Mumbai Suburban
2024-03-10,8534,Local Tailoring,Chennai Central
2024-01-20,11802,Organic Produce,Mumbai Suburban
2024-12-05,3808,Street Food,Delhi Old City
2024-07-19,8695,Street Food,Pune Rural
2025-10-30,9870,Handmade Crafts,Delhi Old City
2024-12-19,10344,Local Tailoring,Mumbai Suburban
2024-11-04,10464,Street Food,Pune Rural
2024-01-15,14236,Street Food,Chennai Central
2024-02-02,12253,Handmade Crafts,Delhi Old City
2024-01-23,14359,Kirana Store,Delhi Old City
2025-05-11,2022,Kirana Store,Delhi Old City
2024-07-14,6877,Kirana Store,Delhi Old City
2025-07-18,4913,Handmade Crafts,Delhi Old City
2025-11-06,6692,Handmade Crafts,Pune Rural
2025-11-04,3013,Handmade Crafts,Mumbai Suburban
2024-06-17,9562,Organic Produce,Mumbai Suburban
2025-03-21,10050,Street Food,Chennai Central
2024-01-14,8767,Local Tailoring,Delhi Old City
2025-03-22,5419,Local Tailoring,Mumbai Suburban
2025-10-28,7505,Kirana Store,Chennai Central
2025-09-18,5011,Organic Produce,Delhi Old City
2024-12-30,10331,Organic Produce,Pune Rural
2025-09-22,560,Local Tailoring,Pune Rural
2024-08-28,10718,Handmade Crafts,Bangalore South
2024-01-17,4265,Street Food,Pune Rural
2025-03-25,9741,Local Tailoring,Chennai Central
2024-06-04,11769,Street Food,Chennai Central
2025-12-19,9300,Handmade Crafts,Delhi Old City
2025-09-04,6570,Local Tailoring,Bangalore South
2025-11-23,6871,Kirana Store,Chennai Central
2025-08-26,8739,Local Tailoring,Mumbai Suburban
2025-06-09,11305,Street Food,Pune Rural
2025-11-13,13431,Local Tailoring,Mumbai Suburban
2025-04-14,13126,Handmade Crafts,Chennai Central
2025-08-02,6380,Kirana Store,Mumbai Suburban
2025-08-23,9947,Local Tailoring,Mumbai Suburban
2025-08-15,8782,Local Tailoring,Bangalore South
2024-11-29,9536,Kirana Store,Mumbai Suburban
2024-09-08,8503,Organic Produce,Chennai Central
2024-03-05,9845,Organic Produce,Mumbai Suburban
2024-06-19,2173,Handmade Crafts,Bangalore South
2025-09-01,1938,Street Food,Mumbai Suburban
2026-01-08,9328,Local Tailoring,Delhi Old City
2025-12-16,9806,Local Tailoring,Delhi Old City
2024-08-23,14285,Kirana Store,Delhi Old City
2024-08-13,12361,Handmade Crafts,Mumbai Suburban
2024-12-19,1751,Handmade Crafts,Chennai Central
2025-07-12,4155,Kirana Store,Delhi Old City
2025-01-19,8337,Organic Produce,Pune Rural
2025-04-02,5227,Kirana Store,Delhi Old City
2024-05-03,671,Local Tailoring,Mumbai Suburban
2024-05-05,3056,Local Tailoring,Delhi Old City
2024-09-07,13979,Kirana Store,Chennai Central
2025-10-04,12979,Local Tailoring,Bangalore South
2024-12-30,14133,Handmade Crafts,Chennai Central
2025-03-17,13719,Handmade Crafts,Chennai Central
2024-03-18,5565,Kirana Store,Mumbai Suburban
2024-04-26,8176,Handmade Crafts,Mumbai Suburban
2025-09-02,14518,Handmade Crafts,Mumbai Suburban
2025-04-06,12872,Kirana Store,Delhi Old City
2025-05-08,7611,Organic Produce,Delhi Old City
2024-03-10,13623,Kirana Store,Pune Rural
2025-04-07,2001,Local Tailoring,Bangalore South
2024-12-30,5793,Kirana Store,Mumbai Suburban
2024-01-10,2283,Handmade Crafts,Delhi Old City
2025-06-21,12715,Local Tailoring,Bangalore South
2024-09-21,11121,Street Food,Delhi Old City
2025-12-20,10505,Organic Produce,Bangalore South
2025-08-02,11942,Kirana Store,Pune Rural
2025-05-13,10977,Street Food,Bangalore South
2025-07-22,5418,Street Food,Bangalore South
2024-12-18,2691,Organic Produce,Delhi Old City
2024-10-27,2238,Street Food,Bangalore South
2024-06-20,2939,Handmade Crafts,Delhi Old City
2024-02-18,1876,Organic Produce,Pune Rural
2025-09-22,13203,Organic Produce,Delhi Old City
2024-03-27,14736,Local Tailoring,Bangalore South
2024-10-04,3789,Local Tailoring,Pune Rural
2025-01-05,11032,Organic Produce,Chennai Central
2024-02-24,6110,Organic Produce,Pune Rural
2025-09-28,2520,Street Food,Mumbai Suburban
2025-01-10,12856,Organic Produce,Chennai Central
2024-04-29,3356,Street Food,Mumbai Suburban
2024-03-22,7184,Handmade Crafts,Pune Rural
2025-06-06,3366,Organic Produce,Chennai Central
2024-04-06,8319,Handmade Crafts,Chennai Central
2024-06-03,9801,Organic Produce,Mumbai Suburban
2025-03-24,1225,Local Tailoring,Mumbai Suburban
2025-03-14,2141,Organic Produce,Delhi Old City
2025-06-24,3753,Local Tailoring,Pune Rural
2025-02-05,853,Street Food,Pune Rural
2025-11-26,8163,Organic Produce,Pune Rural
2024-05-19,4269,Local Tailoring,Delhi Old City
2025-07-01,4901,Organic Produce,Mumbai Suburban
2024-12-06,6099,Kirana Store,Delhi Old City
2024-03-02,3882,Handmade Crafts,Chennai Central
2024-07-21,9351,Kirana Store,Pune Rural
2024-10-21,5288,Organic Produce,Bangalore South
2025-06-22,2137,Kirana Store,Bangalore South
2024-05-25,3941,Organic Produce,Bangalore South
2025-05-23,739,Kirana Store,Delhi Old City
2024-07-04,5656,Kirana Store,Mumbai Suburban
2024-11-30,12636,Handmade Crafts,Pune Rural
2026-01-06,7924,Local Tailoring,Bangalore South
2025-03-31,13002,Local Tailoring,Bangalore South
2025-08-17,11909,Local Tailoring,Delhi Old City
2024-04-18,6052,Organic Produce,Pune Rural
2025-10-21,1459,Handmade Crafts,Bangalore South
2025-06-24,13960,Kirana Store,Delhi Old City
2025-08-18,13540,Local Tailoring,Mumbai Suburban
2025-04-03,3534,Organic Produce,Delhi Old City
2025-11-06,3879,Organic Produce,Mumbai Suburban
2025-11-30,2393,Organic Produce,Chennai Central
2025-06-03,8861,Street Food,Bangalore South
2025-03-12,8035,Kirana Store,Delhi Old City
2025-07-23,12080,Street Food,Mumbai Suburban
2024-08-30,880,Handmade Crafts,Chennai Central
2025-06-14,13358,Organic Produce,Chennai Central
2025-06-29,11936,Local Tailoring,Chennai Central
2025-07-14,3948,Local Tailoring,Bangalore South
2025-11-04,14453,Local Tailoring,Mumbai Suburban
2024-09-25,7482,Local Tailoring,Bangalore South
2024-10-18,12201,Kirana Store,Bangalore South
2025-11-30,8297,Handmade Crafts,Delhi Old City
2024-03-25,8759,Handmade Crafts,Delhi Old City
2024-07-18,13522,Kirana Store,Mumbai Suburban
2024-10-22,2455,Organic Produce,Mumbai Suburban
2024-11-20,10891,Street Food,Pune Rural
2025-02-01,8571,Street Food,Delhi Old City
2025-11-07,2171,Organic Produce,Bangalore South
2025-03-27,12398,Organic Produce,Mumbai Suburban
2024-03-03,5285,Organic Produce,Mumbai Suburban
2024-10-19,1400,Handmade Crafts,Mumbai Suburban
2025-03-29,9694,Organic Produce,Delhi Old City
2025-02-05,1622,Street Food,Pune Rural
2024-08-16,2008,Organic Produce,Bangalore South
2025-03-09,12465,Kirana Store,Pune Rural
2025-08-02,3007,Local Tailoring,Delhi Old City
2025-12-05,1900,Organic Produce,Mumbai Suburban
2025-02-25,7413,Local Tailoring,Pune Rural
2025-07-06,8653,Handmade Crafts,Delhi Old City
2024-02-12,8488,Organic Produce,Pune Rural
2024-01-10,2736,Kirana Store,Delhi Old City
2026-01-02,13804,Street Food,Mumbai Suburban
2025-01-30,4934,Kirana Store,Delhi Old City
2025-01-31,2690,Handmade Crafts,Mumbai Suburban
2025-07-20,8345,Local Tailoring,Bangalore South
2024-08-10,3126,Organic Produce,Bangalore South
2024-10-27,6278,Organic Produce,Mumbai Suburban
2025-01-24,2744,Local Tailoring,Mumbai Suburban
2025-04-18,14869,Kirana Store,Bangalore South
2025-01-31,5740,Kirana Store,Delhi Old City
2025-07-29,14206,Handmade Crafts,Delhi Old City
2024-10-30,8876,Kirana Store,Chennai Central
2025-10-24,5074,Kirana Store,Mumbai Suburban
2024-11-19,11375,Street Food,Bangalore South
2025-05-01,2887,Organic Produce,Bangalore South
2024-12-22,7188,Street Food,Delhi Old City
2025-11-06,10278,Street Food,Bangalore South
2025-03-12,4060,Local Tailoring,Mumbai Suburban
2024-07-03,11977,Local Tailoring,Mumbai Suburban
2025-04-07,5085,Kirana Store,Chennai Central
2024-04-08,9558,Organic Produce,Bangalore South
2025-01-23,4469,Street Food,Bangalore South
2025-12-30,5244,Local Tailoring,Pune Rural
2025-02-17,4222,Kirana Store,Bangalore South
2025-04-13,5029,Local Tailoring,Chennai Central
2025-12-09,8431,Handmade Crafts,Delhi Old City
2024-07-30,1799,Kirana Store,Bangalore South
2024-09-19,9332,Kirana Store,Mumbai Suburban
2025-01-22,12262,Kirana Store,Pune Rural
2025-12-08,9389,Street Food,Delhi Old City
2024-09-06,8243,Handmade Crafts,Pune Rural
2025-10-10,5132,Handmade Crafts,Bangalore South
2025-08-01,3533,Local Tailoring,Chennai Central
2025-11-17,1086,Street Food,Bangalore South
2024-02-24,10236,Local Tailoring,Delhi Old City
2024-03-11,5938,Organic Produce,Bangalore South
2025-06-14,10713,Handmade Crafts,Mumbai Suburban
2025-07-31,9773,Handmade Crafts,Mumbai Suburban
2025-10-16,7000,Street Food,Mumbai Suburban
2026-01-03,13060,Street Food,Bangalore South
2024-02-12,8588,Street Food,Pune Rural
2024-11-22,11376,Street Food,Bangalore South
2024-09-19,4991,Organic Produce,Chennai Central
2025-06-14,8416,Local Tailoring,Delhi Old City
2024-08-09,9439,Local Tailoring,Bangalore South
2025-10-20,12532,Handmade Crafts,Delhi Old City
2025-02-08,11409,Street Food,Delhi Old City
2024-10-30,11622,Kirana Store,Pune Rural
2024-11-01,2134,Local Tailoring,Chennai Central
2024-01-30,8162,Kirana Store,Mumbai Suburban
2024-04-01,10716,Local Tailoring,Bangalore South
2024-05-21,3273,Organic Produce,Bangalore South
2025-12-16,10556,Street Food,Delhi Old City
2024-11-17,7143,Handmade Crafts,Chennai Central
2024-08-20,1902,Kirana Store,Mumbai Suburban
2025-01-23,1609,Organic Produce,Mumbai Suburban
2025-01-11,9316,Handmade Crafts,Delhi Old City
2025-05-12,2814,Kirana Store,Bangalore South
2024-12-09,631,Handmade Crafts,Bangalore South
2025-09-09,14300,Kirana Store,Pune Rural
2025-03-03,5296,Local Tailoring,Bangalore South
2024-05-07,13020,Handmade Crafts,Mumbai Suburban
2024-04-26,11087,Kirana Store,Mumbai Suburban
2025-10-15,13313,Kirana Store,Chennai Central
2025-03-16,4876,Local Tailoring,Mumbai Suburban
2025-08-25,4369,Organic Produce,Pune Rural
2024-03-02,5794,Kirana Store,Delhi Old City
2024-09-09,8168,Handmade Crafts,Pune Rural
2025-08-25,10985,Kirana Store,Bangalore South
2024-03-21,7139,Local Tailoring,Pune Rural
2024-04-11,5514,Kirana Store,Chennai Central
2024-12-20,7109,Local Tailoring,Mumbai Suburban
2025-02-21,2354,Local Tailoring,Mumbai Suburban
2024-08-29,9671,Organic Produce,Mumbai Suburban
2024-05-22,14081,Handmade Crafts,Chennai Central
2024-08-20,8105,Street Food,Pune Rural
2024-05-11,8366,Street Food,Pune Rural
2025-03-20,7211,Handmade Crafts,Pune Rural
2025-10-18,7793,Handmade Crafts,Chennai Central
2025-12-20,12343,Organic Produce,Bangalore South
2024-06-25,592,Local Tailoring,Delhi Old City
2024-08-23,1250,Handmade Crafts,Bangalore South
2024-04-01,3070,Organic Produce,Chennai Central
2025-02-17,4103,Local Tailoring,Pune Rural
2024-04-08,8984,Organic Produce,Bangalore South
2025-09-29,6830,Kirana Store,Mumbai Suburban
2025-04-11,10994,Organic Produce,Mumbai Suburban
2024-02-05,7859,Handmade Crafts,Chennai Central
2024-06-11,3557,Kirana Store,Mumbai Suburban
2024-08-07,14459,Handmade Crafts,Bangalore South
2024-12-02,6555,Handmade Crafts,Mumbai Suburban
2024-12-06,10991,Local Tailoring,Bangalore South
2025-06-22,9483,Organic Produce,Chennai Central
2025-09-25,3103,Kirana Store,Bangalore South
2024-07-19,12090,Handmade Crafts,Chennai Central
2025-01-06,12618,Handmade Crafts,Pune Rural
2025-04-22,14508,Kirana Store,Chennai Central
2025-07-17,10805,Handmade Crafts,Mumbai Suburban
2024-03-19,2842,Organic Produce,Mumbai Suburban
2024-09-22,14121,Organic Produce,Pune Rural
2024-03-04,4237,Kirana Store,Delhi Old City
2025-08-28,862,Kirana Store,Pune Rural
2024-12-11,8973,Local Tailoring,Mumbai Suburban
2025-01-13,1899,Street Food,Mumbai Suburban
2025-04-01,6901,Local Tailoring,Bangalore South
2025-02-12,3620,Local Tailoring,Bangalore South
2025-12-17,10587,Kirana Store,Pune Rural
2024-12-26,2689,Kirana Store,Delhi Old City
2024-10-08,14868,Street Food,Pune Rural
2025-11-06,11033,Kirana Store,Delhi Old City
2024-12-22,10488,Handmade Crafts,Bangalore South
2025-10-07,14464,Kirana Store,Delhi Old City
2024-11-14,7522,Handmade Crafts,Delhi Old City
2025-11-16,13486,Organic Produce,Mumbai Suburban
2025-03-17,7268,Street Food,Bangalore South
2024-05-06,10987,Handmade Crafts,Bangalore South
2025-03-16,13654,Organic Produce,Pune Rural
2025-11-24,2357,Kirana Store,Pune Rural
2025-03-12,14852,Local Tailoring,Pune Rural
2024-04-10,4378,Organic Produce,Chennai Central
2024-08-10,2867,Handmade Crafts,Mumbai Suburban
2024-02-26,2251,Kirana Store,Pune Rural
2025-04-26,2703,Local Tailoring,Delhi Old City
2024-08-17,2212,Organic Produce,Bangalore South
2025-12-13,3699,Local Tailoring,Delhi Old City
2025-03-14,6848,Organic Produce,Delhi Old City
2026-01-09,9244,Kirana Store,Pune Rural
2024-10-08,2449,Kirana Store,Bangalore South
2025-11-20,4355,Local Tailoring,Mumbai Suburban
2025-09-21,12401,Kirana Store,Bangalore South
2025-06-06,6753,Street Food,Bangalore South
2025-08-23,8059,Handmade Crafts,Delhi Old City
2024-10-15,4612,Kirana Store,Mumbai Suburban
2026-01-06,6206,Local Tailoring,Bangalore South
2024-06-30,8508,Street Food,Delhi Old City
2024-04-12,6113,Street Food,Delhi Old City
2024-09-27,6673,Kirana Store,Delhi Old City
2024-05-30,8275,Street Food,Chennai Central
2025-10-18,13379,Street Food,Pune Rural
2026-01-02,11198,Street Food,Bangalore South
2024-10-18,10715,Street Food,Chennai Central
2024-10-24,4623,Handmade Crafts,Pune Rural
2025-09-04,10972,Local Tailoring,Mumbai Suburban
2024-03-04,6747,Organic Produce,Bangalore South
2025-06-28,2145,Kirana Store,Delhi Old City
2024-07-19,1442,Street Food,Bangalore South
2024-01-16,4168,Street Food,Pune Rural
2025-11-16,4533,Street Food,Mumbai Suburban
2024-11-04,5818,Handmade Crafts,Delhi Old City
2024-06-09,14302,Street Food,Delhi Old City
2024-11-15,5163,Local Tailoring,Mumbai Suburban
2024-08-04,5829,Organic Produce,Delhi Old City
2024-12-22,14653,Local Tailoring,Pune Rural
2025-07-23,9658,Street Food,Pune Rural
2024-04-16,11599,Street Food,Delhi Old City
2024-12-14,2448,Local Tailoring,Delhi Old City
2025-01-17,8217,Handmade Crafts,Chennai Central
2025-11-05,1069,Local Tailoring,Mumbai Suburban
2025-03-18,1800,Kirana Store,Chennai Central
2024-09-05,4679,Local Tailoring,Chennai Central
2025-07-18,6314,Kirana Store,Bangalore South
2024-02-05,5250,Street Food,Mumbai Suburban
2025-11-04,6840,Street Food,Chennai Central
2024-09-15,7239,Handmade Crafts,Pune Rural
2024-09-24,6356,Local Tailoring,Mumbai Suburban
2024-02-26,10507,Kirana Store,Chennai Central
2024-11-02,6734,Kirana Store,Bangalore South
2025-06-29,9195,Street Food,Mumbai Suburban
2024-08-14,7413,Handmade Crafts,Delhi Old City
2024-03-12,11958,Handmade Crafts,Pune Rural
2024-07-06,9106,Kirana Store,Pune Rural
2025-06-06,1670,Kirana Store,Mumbai Suburban
2025-02-14,6952,Kirana Store,Bangalore South
2024-05-17,3038,Organic Produce,Chennai Central
2024-05-04,4618,Organic Produce,Delhi Old City
2024-09-13,570,Local Tailoring,Chennai Central
2025-06-06,841,Handmade Crafts,Bangalore South
2025-04-01,11891,Street Food,Bangalore South
2025-05-21,11837,Organic Produce,Bangalore South
2024-03-29,2108,Organic Produce,Chennai Central
2024-05-27,4756,Organic Produce,Bangalore South
2025-10-27,14654,Handmade Crafts,Pune Rural
2024-05-11,8677,Organic Produce,Pune Rural
2024-09-20,2919,Handmade Crafts,Chennai Central
2025-01-07,13186,Local Tailoring,Mumbai Suburban
2025-04-26,3430,Local Tailoring,Mumbai Suburban
2024-10-20,8321,Organic Produce,Chennai Central
2025-01-07,2198,Local Tailoring,Chennai Central
2025-02-23,8502,Organic Produce,Bangalore South
2024-07-23,1233,Handmade Crafts,Chennai Central
2025-02-24,4103,Street Food,Pune Rural
2025-01-16,1442,Street Food,Delhi Old City
2024-06-01,5673,Street Food,Bangalore South
2024-06-02,10785,Kirana Store,Pune Rural
2024-11-12,4381,Local Tailoring,Pune Rural
2025-07-20,8382,Handmade Crafts,Bangalore South
2024-09-11,12519,Kirana Store,Bangalore South
2024-02-16,13965,Street Food,Delhi Old City
2024-12-04,5466,Handmade Crafts,Mumbai Suburban
2024-04-14,817,Local Tailoring,Pune Rural
2024-02-05,3558,Kirana Store,Mumbai Suburban
2025-05-01,14817,Handmade Crafts,Chennai Central
2024-02-07,12757,Kirana Store,Delhi Old City
2025-02-09,1372,Street Food,Mumbai Suburban
2025-02-12,6025,Handmade Crafts,Chennai Central
2025-12-09,6482,Street Food,Pune Rural
2024-05-08,7833,Local Tailoring,Delhi Old City
2025-09-13,7895,Handmade Crafts,Mumbai Suburban
2024-08-13,10046,Handmade Crafts,Mumbai Suburban
2025-09-20,4842,Street Food,Mumbai Suburban
2024-08-24,9434,Kirana Store,Bangalore South
2025-04-03,5311,Local Tailoring,Mumbai Suburban
2024-02-06,2379,Local Tailoring,Mumbai Suburban
2024-03-07,1816,Organic Produce,Chennai Central
2025-08-04,567,Kirana Store,Bangalore South
2025-07-04,10336,Kirana Store,Pune Rural
2025-10-11,4646,Organic Produce,Chennai Central
2025-06-20,12038,Handmade Crafts,Pune Rural
2024-08-31,9736,Local Tailoring,Chennai Central
2024-03-31,7818,Handmade Crafts,Mumbai Suburban
2025-03-18,2818,Handmade Crafts,Chennai Central
2024-12-13,9520,Handmade Crafts,Pune Rural
2025-07-20,14013,Street Food,Bangalore South
2024-08-11,13941,Organic Produce,Bangalore South
2025-03-03,4607,Organic Produce,Mumbai Suburban
2025-05-10,2133,Handmade Crafts,Chennai Central
2026-01-06,6736,Kirana Store,Pune Rural
2025-07-02,10610,Kirana Store,Pune Rural
2025-01-28,7552,Handmade Crafts,Bangalore South
2025-01-31,10072,Organic Produce,Delhi Old City
2025-05-28,14279,Organic Produce,Pune Rural
2025-07-06,12148,Local Tailoring,Bangalore South
2025-08-14,8449,Kirana Store,Pune Rural
2025-09-11,12743,Local Tailoring,Delhi Old City
2024-10-04,13423,Handmade Crafts,Pune Rural
2024-03-16,8578,Local Tailoring,Mumbai Suburban
2024-03-16,3845,Organic Produce,Bangalore South
2025-04-27,3743,Street Food,Mumbai Suburban
2025-07-09,3124,Kirana Store,Bangalore South
2025-07-11,6955,Handmade Crafts,Pune Rural
2025-09-21,14320,Local Tailoring,Bangalore South
2026-01-07,7560,Local Tailoring,Mumbai Suburban
2024-06-15,10959,Kirana Store,Bangalore South
2025-01-01,7786,Organic Produce,Pune Rural
2024-01-31,1614,Street Food,Pune Rural
2024-08-26,4492,Local Tailoring,Pune Rural
2025-03-15,10997,Handmade Crafts,Bangalore South
2024-10-01,7774,Handmade Crafts,Delhi Old City
2025-04-02,5023,Kirana Store,Mumbai Suburban
2024-12-16,6636,Handmade Crafts,Mumbai Suburban
2024-08-15,12804,Organic Produce,Mumbai Suburban
2024-08-23,8237,Local Tailoring,Bangalore South
2024-04-22,13170,Local Tailoring,Delhi Old City
2024-06-29,1320,Local Tailoring,Pune Rural
2025-01-30,4394,Handmade Crafts,Bangalore South
2024-07-30,11063,Local Tailoring,Chennai Central
2025-01-11,5116,Local Tailoring,Chennai Central
2025-03-07,7286,Local Tailoring,Chennai Central
2024-10-17,5175,Kirana Store,Delhi Old City
2024-06-20,11781,Local Tailoring,Delhi Old City
2024-02-09,4573,Kirana Store,Delhi Old City
2025-07-20,14887,Street Food,Pune Rural
2025-05-22,931,Street Food,Bangalore South
2024-11-19,3558,Handmade Crafts,Chennai Central
2024-06-17,2156,Street Food,Mumbai Suburban
2024-06-18,3664,Kirana Store,Chennai Central
2025-10-22,9347,Kirana Store,Delhi Old City
2025-06-11,12918,Organic Produce,Pune Rural
2024-12-03,11967,Kirana Store,Bangalore South
2024-02-15,723,Local Tailoring,Delhi Old City
2025-11-10,12213,Organic Produce,Delhi Old City
2025-11-03,5498,Kirana Store,Mumbai Suburban
2025-06-09,4250,Street Food,Mumbai Suburban
2025-09-20,14470,Organic Produce,Mumbai Suburban
2025-01-23,4529,Local Tailoring,Bangalore South
2024-06-26,13285,Street Food,Pune Rural
2025-11-22,13415,Handmade Crafts,Chennai Central
2024-05-31,791,Local Tailoring,Pune Rural
2024-03-08,6725,Street Food,Mumbai Suburban
2025-04-29,4357,Handmade Crafts,Mumbai Suburban
2025-10-03,2490,Organic Produce,Pune Rural
2024-12-21,886,Kirana Store,Pune Rural
2024-11-30,5319,Kirana Store,Chennai Central
2025-12-17,2100,Handmade Crafts,Bangalore South
2024-06-22,14891,Street Food,Bangalore South
2024-08-26,12436,Handmade Crafts,Bangalore South
2024-06-29,14477,Street Food,Chennai Central
2024-07-18,2470,Handmade Crafts,Bangalore South
2025-09-15,7140,Street Food,Delhi Old City
2024-06-04,11247,Kirana Store,Pune Rural
2025-03-07,4510,Handmade Crafts,Mumbai Suburban
2025-08-02,6281,Kirana Store,Pune Rural
2024-12-27,579,Kirana Store,Bangalore South
2024-11-10,9967,Handmade Crafts,Bangalore South
2025-09-29,11690,Local Tailoring,Pune Rural
2025-02-05,9979,Kirana Store,Pune Rural
2025-06-13,3912,Local Tailoring,Bangalore South
2025-05-14,4092,Local Tailoring,Pune Rural
2024-04-07,2584,Organic Produce,Delhi Old City
2025-01-22,8429,Organic Produce,Pune Rural
2025-07-10,4496,Kirana Store,Delhi Old City
2025-05-25,11986,Local Tailoring,Delhi Old City
2025-03-10,14815,Local Tailoring,Mumbai Suburban
2024-05-12,6089,Street Food,Chennai Central
2025-05-18,14393,Kirana Store,Pune Rural
2025-04-22,11032,Handmade Crafts,Bangalore South
2024-03-08,3543,Local Tailoring,Mumbai Suburban
2025-02-05,6220,Kirana Store,Mumbai Suburban
2025-05-10,14283,Local Tailoring,Mumbai Suburban
2024-04-07,7163,Kirana Store,Mumbai Suburban
2025-07-01,14054,Organic Produce,Mumbai Suburban
2025-02-13,4294,Local Tailoring,Chennai Central
2024-01-14,12007,Handmade Crafts,Delhi Old City
2024-07-21,8920,Organic Produce,Delhi Old City
2025-11-09,8041,Organic Produce,Pune Rural
2025-09-06,12647,Kirana Store,Pune Rural
2024-07-25,13367,Street Food,Chennai Central
2024-02-04,11442,Organic Produce,Delhi Old City
2024-08-29,5868,Street Food,Pune Rural
2024-09-30,5140,Kirana Store,Pune Rural
2024-11-10,13656,Organic Produce,Delhi Old City
2025-01-25,7972,Handmade Crafts,Delhi Old City
2025-08-09,7109,Street Food,Bangalore South
2025-06-07,12519,Organic Produce,Chennai Central
2024-07-20,3972,Kirana Store,Mumbai Suburban
2024-05-31,5332,Handmade Crafts,Chennai Central
2024-01-20,12906,Street Food,Pune Rural
2025-10-07,3788,Handmade Crafts,Mumbai Suburban
2025-04-25,3956,Kirana Store,Delhi Old City
2024-12-09,2480,Local Tailoring,Bangalore South
2025-01-09,13489,Organic Produce,Delhi Old City
2024-07-05,14338,Organic Produce,Delhi Old City
2024-06-15,6711,Street Food,Chennai Central
2025-02-03,2544,Street Food,Pune Rural
2025-02-27,8402,Street Food,Bangalore South
2024-07-29,6973,Street Food,Delhi Old City
2025-02-19,5530,Handmade Crafts,Pune Rural
2024-01-27,14255,Handmade Crafts,Pune Rural
2025-01-07,14929,Organic Produce,Pune Rural
2025-04-30,8462,Handmade Crafts,Pune Rural
2025-12-20,13238,Handmade Crafts,Delhi Old City
2024-02-14,14108,Organic Produce,Delhi Old City
2024-10-23,2509,Kirana Store,Bangalore South
2024-03-16,4587,Organic Produce,Chennai Central
2024-04-28,4388,Kirana Store,Bangalore South
2025-09-13,6629,Organic Produce,Mumbai Suburban
2025-03-22,10877,Organic Produce,Bangalore South
2024-05-31,4957,Organic Produce,Delhi Old City
2025-12-16,6294,Local Tailoring,Chennai Central
2024-07-01,13133,Kirana Store,Mumbai Suburban
2024-09-12,1135,Handmade Crafts,Chennai Central
2025-06-13,14040,Street Food,Bangalore South
2024-09-02,561,Kirana Store,Bangalore South
